SKU;Display name;Class;Status;Brend;Project;Actually;Added;Dropped;Volume;Alcohol (procents)
#1394;SKU #1394;;;;;;;;0;0
#1395;SKU #1395;#12;#1;#205;#33;#1;30.06.2017;01.01.1900;0.75;0.135
#1396;SKU #1396;;;;;;;;0;0
#1397;SKU #1397;;;;;;;;0;0
#1398;SKU #1398;;;;;;;;0;0
#1399;SKU #1399;#12;#1;#193;#33;#1;10.07.2014;01.01.1900;0.75;0.15
#1400;SKU #1400;;;;;;;;0;0
#1401;SKU #1401;;;;;;;;0;0
#1402;SKU #1402;#1;#1;#164;#28;#1;30.03.2020;01.01.1900;0.7;0.4
#1403;SKU #1403;;;;;;;;0;0
#1404;SKU #1404;;;;;;;;0;0
#1405;SKU #1405;#1;#1;#11;#1;#1;01.01.2001;01.01.1900;0.05;0.4
#1406;SKU #1406;#1;#1;#12;#1;#1;04.07.2016;01.01.1900;0.7;0.4
#1407;SKU #1407;#1;#1;#14;#1;#1;15.01.2020;14.09.2021;0.7;0.4
#1408;SKU #1408;;;;;;;;0;0
#1409;SKU #1409;#1;#1;#9;#1;#1;31.05.2016;13.07.2018;1;0.4
#1410;SKU #1410;;;;;;;;0;0
#1411;SKU #1411;#1;#1;#11;#1;#1;31.10.2018;01.01.1900;0.5;0.4
#1412;SKU #1412;#1;#2;#11;#1;#2;01.01.2001;22.07.2022;3;0.4
#1413;SKU #1413;#1;#1;#11;#1;#1;24.03.2015;01.01.1900;1;0.4
#1414;SKU #1414;#1;#1;#11;#1;#1;11.09.2019;01.01.1900;2;0.4
#1415;SKU #1415;;;;;;;;0;0
#1416;SKU #1416;;;;;;;;0;0
#1417;SKU #1417;;;;;;;;0;0
#1418;SKU #1418;;;;;;;;0;0
#1419;SKU #1419;;;;;;;;0;0
#1420;SKU #1420;;;;;;;;0;0
#1421;SKU #1421;;;;;;;;0;0
#1422;SKU #1422;;;;;;;;0;0
#1423;SKU #1423;;;;;;;;0;0
#1424;SKU #1424;;;;;;;;0;0
#1425;SKU #1425;;;;;;;;0;0
#1426;SKU #1426;;;;;;;;0;0
#1427;SKU #1427;;;;;;;;0;0
#1428;SKU #1428;;;;;;;;0;0
#1429;SKU #1429;;;;;;;;0;0
#1430;SKU #1430;;;;;;;;0;0
#1431;SKU #1431;;;;;;;;0;0
#1432;SKU #1432;;;;;;;;0;0
#1433;SKU #1433;#12;#1;#220;#33;#1;26.11.2018;01.01.1900;0.75;0.13
#1434;SKU #1434;#12;#1;#193;#33;#1;17.10.2016;01.01.1900;0.75;0.14
#1435;SKU #1435;#12;#2;#191;#33;#1;29.05.2014;08.11.2019;0.75;0.12
#1436;SKU #1436;#12;#1;#193;#33;#1;10.07.2014;01.01.1900;0.75;0.135
#1437;SKU #1437;;;;;;;;0;0
#1438;SKU #1438;;;;;;;;0;0
#1439;SKU #1439;;;;;;;;0;0
#1440;SKU #1440;#12;#1;#264;#34;#1;05.12.2018;01.01.1900;0.75;0.135
#1441;SKU #1441;;;;;;;;0;0
#1442;SKU #1442;;;;;;;;0;0
#1443;SKU #1443;#12;#2;#253;#34;#1;29.05.2020;01.01.1900;0.75;0.14
#1444;SKU #1444;;;;;;;;0;0
#1445;SKU #1445;;;;;;;;0;0
#1446;SKU #1446;;;;;;;;0;0
#1447;SKU #1447;;;;;;;;0;0
#1448;SKU #1448;;;;;;;;0;0
#1449;SKU #1449;;;;;;;;0;0
#1450;SKU #1450;#11;#1;#83;#10;#1;01.01.2001;01.01.1900;0.7;0.375
#1451;SKU #1451;;;;;;;;0;0
#1452;SKU #1452;;;;;;;;0;0
#1453;SKU #1453;;;;;;;;0;0
#1454;SKU #1454;;;;;;;;0;0
#1455;SKU #1455;;;;;;;;0;0
#1456;SKU #1456;;;;;;;;0;0
#1457;SKU #1457;#1;#1;#11;#1;#1;01.01.2001;01.01.1900;0.7;0.4
#1458;SKU #1458;#1;#2;#10;#1;#1;30.01.2017;28.10.2020;0.7;0.4
#1459;SKU #1459;;;;;;;;0;0
#1460;SKU #1460;;;;;;;;0;0
#1461;SKU #1461;;;;;;;;0;0
#1462;SKU #1462;#12;#1;#263;#34;#1;05.12.2018;01.01.1900;0.75;0.13
#1463;SKU #1463;;;;;;;;0;0
#1464;SKU #1464;#11;#1;#84;#10;#1;01.01.2001;01.01.1900;0.7;0.38
#1465;SKU #1465;;;;;;;;0;0
#1466;SKU #1466;;;;;;;;0;0
#1467;SKU #1467;;;;;;;;0;0
#1468;SKU #1468;;;;;;;;0;0
#1469;SKU #1469;;;;;;;;0;0
#1470;SKU #1470;;;;;;;;0;0
#1471;SKU #1471;;;;;;;;0;0
#1472;SKU #1472;;;;;;;;0;0
#1473;SKU #1473;;;;;;;;0;0
#1474;SKU #1474;;;;;;;;0;0
#1475;SKU #1475;;;;;;;;0;0
#1476;SKU #1476;;;;;;;;0;0
#1477;SKU #1477;#12;#2;#225;#33;#1;28.07.2020;01.01.1900;0.75;0.19
#1478;SKU #1478;;;;;;;;0;0
#1479;SKU #1479;;;;;;;;0;0
#1480;SKU #1480;#12;#1;#253;#34;#1;01.06.2020;29.10.2020;0.75;0.135
#1481;SKU #1481;#12;#2;#254;#34;#1;19.06.2019;24.09.2020;0.75;0.12
#1482;SKU #1482;#12;#2;#253;#34;#1;29.05.2020;24.09.2020;0.75;0.13
#1483;SKU #1483;;;;;;;;0;0
#1484;SKU #1484;#12;#2;#253;#34;#1;29.05.2020;01.01.1900;0.75;0.13
#1485;SKU #1485;;;;;;;;0;0
#1486;SKU #1486;;;;;;;;0;0
#1487;SKU #1487;;;;;;;;0;0
#1488;SKU #1488;;;;;;;;0;0
#1489;SKU #1489;#12;#1;#294;#40;#1;22.05.2018;24.09.2020;0.75;0.16
#1490;SKU #1490;;;;;;;;0;0
#1491;SKU #1491;;;;;;;;0;0
#1492;SKU #1492;;;;;;;;0;0
#1493;SKU #1493;#5;#1;#43;#1;#1;12.04.2019;01.01.1900;0.7;0.43
#1494;SKU #1494;;;;;;;;0;0
#1495;SKU #1495;#1;#1;#9;#1;#1;31.05.2016;01.01.1900;0.7;0.4
#1496;SKU #1496;;;;;;;;0;0
#1497;SKU #1497;;;;;;;;0;0
#1498;SKU #1498;;;;;;;;0;0
#1499;SKU #1499;;;;;;;;0;0
#1500;SKU #1500;;;;;;;;0;0
#1501;SKU #1501;;;;;;;;0;0
#1502;SKU #1502;;;;;;;;0;0
#1503;SKU #1503;;;;;;;;0;0
#1504;SKU #1504;#12;#1;#264;#34;#1;05.12.2018;29.10.2020;0.75;0.135
#1505;SKU #1505;;;;;;;;0;0
#1506;SKU #1506;;;;;;;;0;0
#1507;SKU #1507;;;;;;;;0;0
#1508;SKU #1508;;;;;;;;0;0
#1509;SKU #1509;;;;;;;;0;0
#1510;SKU #1510;;;;;;;;0;0
#1511;SKU #1511;;;;;;;;0;0
#1512;SKU #1512;;;;;;;;0;0
#1513;SKU #1513;#12;#1;#292;#40;#1;22.05.2018;24.09.2020;0.75;0.155
#1514;SKU #1514;;;;;;;;0;0
#1515;SKU #1515;;;;;;;;0;0
#1516;SKU #1516;#6;#1;#96;#17;#1;31.01.2020;01.01.1900;0.7;0.4
#1517;SKU #1517;;;;;;;;0;0
#1518;SKU #1518;;;;;;;;0;0
#1519;SKU #1519;;;;;;;;0;0
#1520;SKU #1520;;;;;;;;0;0
#1521;SKU #1521;;;;;;;;0;0
#1522;SKU #1522;#6;#1;#96;#17;#1;28.04.2020;01.01.1900;0.5;0.4
#1523;SKU #1523;;;;;;;;0;0
#1524;SKU #1524;;;;;;;;0;0
#1525;SKU #1525;#12;#1;#257;#34;#1;07.08.2018;01.01.1900;0.75;0.125
#1526;SKU #1526;;;;;;;;0;0
#1527;SKU #1527;#1;#1;#11;#1;#1;31.08.2018;01.01.1900;0.7;0.4
#1528;SKU #1528;;;;;;;;0;0
#1529;SKU #1529;;;;;;;;0;0
#1530;SKU #1530;;;;;;;;0;0
#1531;SKU #1531;;;;;;;;0;0
#1532;SKU #1532;;;;;;;;0;0
#1533;SKU #1533;;;;;;;;0;0
#1534;SKU #1534;;;;;;;;0;0
#1535;SKU #1535;;;;;;;;0;0
#1536;SKU #1536;;;;;;;;0;0
#1537;SKU #1537;;;;;;;;0;0
#1538;SKU #1538;;;;;;;;0;0
#1539;SKU #1539;;;;;;;;0;0
#1540;SKU #1540;#1;#1;#11;#1;#1;24.07.2019;01.01.1900;0.5;0.4
#1541;SKU #1541;#12;#1;#292;#40;#1;31.05.2019;24.09.2020;0.75;0.155
#1542;SKU #1542;#12;#1;#253;#34;#2;07.05.2018;18.02.2020;0.75;0.135
#1543;SKU #1543;#12;#2;#253;#34;#1;29.05.2020;22.07.2022;0.75;0.13
#1544;SKU #1544;;;;;;;;0;0
#1545;SKU #1545;;;;;;;;0;0
#1546;SKU #1546;;;;;;;;0;0
#1547;SKU #1547;#12;#1;#254;#34;#1;22.03.2021;01.01.1900;0.75;0.13
#1548;SKU #1548;#12;#1;#254;#34;#1;29.05.2020;01.01.1900;0.75;0.13
#1549;SKU #1549;;;;;;;;0;0
#1550;SKU #1550;#12;#2;#305;#41;#1;19.09.2019;24.09.2020;0.75;0.14
#1551;SKU #1551;;;;;;;;0;0
#1552;SKU #1552;#12;#1;#259;#34;#1;30.06.2020;01.01.1900;0.5;0.15
#1553;SKU #1553;#16;#2;#262;#34;#1;01.11.2018;01.01.1900;0.75;0.125
#1554;SKU #1554;;;;;;;;0;0
#1555;SKU #1555;;;;;;;;0;0
#1556;SKU #1556;;;;;;;;0;0
#1557;SKU #1557;;;;;;;;0;0
#1558;SKU #1558;;;;;;;;0;0
#1559;SKU #1559;;;;;;;;0;0
#1560;SKU #1560;;;;;;;;0;0
#1561;SKU #1561;;;;;;;;0;0
#1562;SKU #1562;;;;;;;;0;0
#1563;SKU #1563;;;;;;;;0;0
#1564;SKU #1564;;;;;;;;0;0
#1565;SKU #1565;;;;;;;;0;0
#1566;SKU #1566;;;;;;;;0;0
#1567;SKU #1567;;;;;;;;0;0
#1568;SKU #1568;;;;;;;;0;0
#1569;SKU #1569;;;;;;;;0;0
#1570;SKU #1570;#1;#1;#12;#1;#1;15.01.2020;01.01.1900;1;0.4
#1571;SKU #1571;;;;;;;;0;0
#1572;SKU #1572;;;;;;;;0;0
#1573;SKU #1573;#1;#1;#11;#1;#1;01.01.2001;01.01.1900;1;0.4
#1574;SKU #1574;;;;;;;;0;0
#1575;SKU #1575;;;;;;;;0;0
#1576;SKU #1576;;;;;;;;0;0
#1577;SKU #1577;;;;;;;;0;0
#1578;SKU #1578;;;;;;;;0;0
#1579;SKU #1579;;;;;;;;0;0
#1580;SKU #1580;;;;;;;;0;0
#1581;SKU #1581;;;;;;;;0;0
#1582;SKU #1582;;;;;;;;0;0
#1583;SKU #1583;;;;;;;;0;0
#1584;SKU #1584;;;;;;;;0;0
#1585;SKU #1585;;;;;;;;0;0
#1586;SKU #1586;;;;;;;;0;0
#1587;SKU #1587;;;;;;;;0;0
#1588;SKU #1588;#12;#1;#305;#41;#1;26.11.2018;01.01.1900;0.75;0.145
#1589;SKU #1589;;;;;;;;0;0
#1590;SKU #1590;;;;;;;;0;0
#1591;SKU #1591;#16;#2;#262;#34;#1;14.05.2019;28.09.2020;0.2;0.125
#1592;SKU #1592;;;;;;;;0;0
#1593;SKU #1593;;;;;;;;0;0
#1594;SKU #1594;;;;;;;;0;0
#1595;SKU #1595;;;;;;;;0;0
#1596;SKU #1596;;;;;;;;0;0
#1597;SKU #1597;;;;;;;;0;0
#1598;SKU #1598;;;;;;;;0;0
#1599;SKU #1599;;;;;;;;0;0
#1600;SKU #1600;;;;;;;;0;0
#1601;SKU #1601;;;;;;;;0;0
#1602;SKU #1602;;;;;;;;0;0
#1603;SKU #1603;;;;;;;;0;0
#1604;SKU #1604;;;;;;;;0;0
#1605;SKU #1605;;;;;;;;0;0
#1606;SKU #1606;;;;;;;;0;0
#1607;SKU #1607;;;;;;;;0;0
#1608;SKU #1608;;;;;;;;0;0
#1609;SKU #1609;;;;;;;;0;0
#1610;SKU #1610;;;;;;;;0;0
#1611;SKU #1611;;;;;;;;0;0
#1612;SKU #1612;;;;;;;;0;0
#1613;SKU #1613;#12;#1;#177;#32;#1;10.07.2014;22.01.2019;0.75;0.125
#1614;SKU #1614;;;;;;;;0;0
#1615;SKU #1615;;;;;;;;0;0
#1616;SKU #1616;;;;;;;;0;0
#1617;SKU #1617;;;;;;;;0;0
#1618;SKU #1618;;;;;;;;0;0
#1619;SKU #1619;#10;#1;#52;#2;#1;22.02.2019;01.01.1900;1;0.4
#1620;SKU #1620;;;;;;;;0;0
#1621;SKU #1621;;;;;;;;0;0
#1622;SKU #1622;#10;#1;#52;#2;#1;03.09.2020;01.01.1900;0.7;0.35
#1623;SKU #1623;#1;#1;#31;#1;#1;05.06.2017;01.01.1900;0.5;0.4
#1624;SKU #1624;#1;#1;#31;#1;#1;29.06.2017;01.01.1900;0.7;0.4
#1625;SKU #1625;;;;;;;;0;0
#1626;SKU #1626;;;;;;;;0;0
#1627;SKU #1627;;;;;;;;0;0
#1628;SKU #1628;#1;#1;#31;#1;#1;30.07.2020;01.01.1900;0.5;0.4
#1629;SKU #1629;;;;;;;;0;0
#1630;SKU #1630;#2;#1;#52;#2;#1;22.02.2019;01.01.1900;1;0.35
#1631;SKU #1631;#12;#2;#215;#33;#2;22.05.2020;22.07.2022;0.75;0.13
#1632;SKU #1632;;;;;;;;0;0
#1633;SKU #1633;;;;;;;;0;0
#1634;SKU #1634;;;;;;;;0;0
#1635;SKU #1635;;;;;;;;0;0
#1636;SKU #1636;;;;;;;;0;0
#1637;SKU #1637;;;;;;;;0;0
#1638;SKU #1638;;;;;;;;0;0
#1639;SKU #1639;;;;;;;;0;0
#1640;SKU #1640;#1;#1;#19;#1;#1;02.07.2020;01.01.1900;0.5;0.4
#1641;SKU #1641;#1;#2;#17;#1;#2;31.10.2018;20.01.2020;1;0.4
#1642;SKU #1642;#1;#2;#17;#1;#1;31.10.2018;22.07.2022;0.7;0.4
#1643;SKU #1643;#1;#2;#17;#1;#1;06.06.2018;20.01.2020;0.1;0.4
#1644;SKU #1644;;;;;;;;0;0
#1645;SKU #1645;;;;;;;;0;0
#1646;SKU #1646;;;;;;;;0;0
#1647;SKU #1647;;;;;;;;0;0
#1648;SKU #1648;;;;;;;;0;0
#1649;SKU #1649;#12;#1;#259;#34;#1;07.08.2018;01.01.1900;0.5;0.145
#1650;SKU #1650;;;;;;;;0;0
#1651;SKU #1651;;;;;;;;0;0
#1652;SKU #1652;;;;;;;;0;0
#1653;SKU #1653;;;;;;;;0;0
#1654;SKU #1654;;;;;;;;0;0
#1655;SKU #1655;;;;;;;;0;0
#1656;SKU #1656;;;;;;;;0;0
#1657;SKU #1657;;;;;;;;0;0
#1658;SKU #1658;;;;;;;;0;0
#1659;SKU #1659;;;;;;;;0;0
#1660;SKU #1660;#1;#1;#15;#1;#1;20.06.2022;01.01.1900;0.7;0.4
#1661;SKU #1661;;;;;;;;0;0
#1662;SKU #1662;#1;#1;#5;#1;#1;09.04.2020;01.01.1900;0.7;0.4
#1663;SKU #1663;#1;#1;#19;#1;#1;29.08.2016;26.10.2021;0.7;0.4
#1664;SKU #1664;;;;;;;;0;0
#1665;SKU #1665;;;;;;;;0;0
#1666;SKU #1666;;;;;;;;0;0
#1667;SKU #1667;;;;;;;;0;0
#1668;SKU #1668;;;;;;;;0;0
#1669;SKU #1669;#7;#2;#62;#6;#1;28.12.2020;20.09.2021;0.7;0.38
#1670;SKU #1670;;;;;;;;0;0
#1671;SKU #1671;;;;;;;;0;0
#1672;SKU #1672;;;;;;;;0;0
#1673;SKU #1673;;;;;;;;0;0
#1674;SKU #1674;;;;;;;;0;0
#1675;SKU #1675;;;;;;;;0;0
#1676;SKU #1676;;;;;;;;0;0
#1677;SKU #1677;;;;;;;;0;0
#1678;SKU #1678;#1;#1;#15;#1;#1;28.08.2019;01.01.1900;3;0.4
#1679;SKU #1679;;;;;;;;0;0
#1680;SKU #1680;#10;#1;#52;#2;#1;11.12.2019;01.01.1900;0.25;0.35
#1681;SKU #1681;#10;#1;#52;#2;#1;11.12.2019;01.01.1900;0.25;0.4
#1682;SKU #1682;;;;;;;;0;0
#1683;SKU #1683;;;;;;;;0;0
#1684;SKU #1684;;;;;;;;0;0
#1685;SKU #1685;;;;;;;;0;0
#1686;SKU #1686;#10;#1;#52;#2;#1;22.02.2019;01.01.1900;0.5;0.4
#1687;SKU #1687;;;;;;;;0;0
#1688;SKU #1688;;;;;;;;0;0
#1689;SKU #1689;#12;#1;#217;#33;#1;17.01.2019;01.01.1900;0.75;0.14
#1690;SKU #1690;;;;;;;;0;0
#1691;SKU #1691;;;;;;;;0;0
#1692;SKU #1692;;;;;;;;0;0
#1693;SKU #1693;;;;;;;;0;0
#1694;SKU #1694;;;;;;;;0;0
#1695;SKU #1695;#13;#1;#304;#41;#1;26.11.2018;01.01.1900;0.75;0.12
#1696;SKU #1696;;;;;;;;0;0
#1697;SKU #1697;;;;;;;;0;0
#1698;SKU #1698;#13;#2;#295;#40;#1;22.05.2018;24.09.2020;0.75;0.125
#1699;SKU #1699;#12;#2;#305;#41;#1;26.11.2018;24.09.2020;0.75;0.135
#1700;SKU #1700;;;;;;;;0;0
#1701;SKU #1701;#12;#2;#254;#34;#1;21.08.2020;01.01.1900;0.75;0.13
#1702;SKU #1702;;;;;;;;0;0
#1703;SKU #1703;;;;;;;;0;0
#1704;SKU #1704;;;;;;;;0;0
#1705;SKU #1705;;;;;;;;0;0
#1706;SKU #1706;;;;;;;;0;0
#1707;SKU #1707;;;;;;;;0;0
#1708;SKU #1708;#1;#1;#19;#1;#1;04.08.2020;01.01.1900;0.5;0.4
#1709;SKU #1709;;;;;;;;0;0
#1710;SKU #1710;#1;#1;#11;#1;#1;13.12.2018;01.01.1900;6;0.4
#1711;SKU #1711;#9;#1;#33;#1;#1;05.02.2020;01.01.1900;0.7;0.38
#1712;SKU #1712;;;;;;;;0;0
#1713;SKU #1713;#1;#1;#9;#1;#1;03.03.2017;13.07.2018;0.1;0.4
#1714;SKU #1714;#1;#1;#11;#1;#1;26.09.2017;01.01.1900;0.75;0.4
#1715;SKU #1715;;;;;;;;0;0
#1716;SKU #1716;;;;;;;;0;0
#1717;SKU #1717;;;;;;;;0;0
#1718;SKU #1718;#12;#2;#253;#34;#1;29.05.2020;01.01.1900;0.75;0.135
#1719;SKU #1719;#12;#2;#253;#34;#1;29.05.2020;01.01.1900;0.75;0.135
#1720;SKU #1720;;;;;;;;0;0
#1721;SKU #1721;;;;;;;;0;0
#1722;SKU #1722;;;;;;;;0;0
#1723;SKU #1723;;;;;;;;0;0
#1724;SKU #1724;#12;#1;#287;#37;#1;15.04.2020;01.01.1900;0.75;0.13
#1725;SKU #1725;#10;#2;#42;#1;#2;27.06.2018;01.01.1900;0.5;0.4
#1726;SKU #1726;#10;#1;#74;#8;#1;14.05.2020;01.01.1900;0.7;0.478
#1727;SKU #1727;#12;#1;#220;#33;#1;26.11.2018;01.01.1900;0.75;0.14
#1728;SKU #1728;#12;#1;#294;#40;#1;22.05.2018;24.09.2020;0.75;0.14
#1729;SKU #1729;;;;;;;;0;0
#1730;SKU #1730;;;;;;;;0;0
#1731;SKU #1731;;;;;;;;0;0
#1732;SKU #1732;;;;;;;;0;0
#1733;SKU #1733;;;;;;;;0;0
#1734;SKU #1734;#11;#1;#83;#10;#1;01.01.2001;01.01.1900;0.7;0.375
#1735;SKU #1735;#1;#1;#11;#1;#1;12.02.2019;01.01.1900;0.7;0.4
#1736;SKU #1736;;;;;;;;0;0
#1737;SKU #1737;#2;#2;#19;#1;#1;22.09.2020;24.03.2022;0.5;0.2
#1738;SKU #1738;#11;#1;#83;#10;#1;30.03.2018;01.01.1900;0.5;0.375
#1739;SKU #1739;;;;;;;;0;0
#1740;SKU #1740;;;;;;;;0;0
#1741;SKU #1741;#12;#1;#264;#34;#1;05.12.2018;01.01.1900;0.75;0.14
#1742;SKU #1742;;;;;;;;0;0
#1743;SKU #1743;;;;;;;;0;0
#1744;SKU #1744;;;;;;;;0;0
#1745;SKU #1745;;;;;;;;0;0
#1746;SKU #1746;;;;;;;;0;0
#1747;SKU #1747;;;;;;;;0;0
#1748;SKU #1748;;;;;;;;0;0
#1749;SKU #1749;;;;;;;;0;0
#1750;SKU #1750;#1;#1;#19;#1;#1;29.08.2016;01.01.1900;0.7;0.4
#1751;SKU #1751;;;;;;;;0;0
#1752;SKU #1752;;;;;;;;0;0
#1753;SKU #1753;#2;#2;#31;#1;#1;23.10.2020;06.09.2021;0.7;0.4
#1754;SKU #1754;;;;;;;;0;0
#1755;SKU #1755;;;;;;;;0;0
#1756;SKU #1756;;;;;;;;0;0
#1757;SKU #1757;;;;;;;;0;0
#1758;SKU #1758;;;;;;;;0;0
#1759;SKU #1759;;;;;;;;0;0
#1760;SKU #1760;#7;#2;#62;#6;#1;06.08.2019;29.10.2020;0.7;0.38
#1761;SKU #1761;#1;#2;#17;#1;#2;01.10.2018;20.01.2020;1;0.4
#1762;SKU #1762;#1;#1;#18;#1;#1;24.07.2020;01.01.1900;0.5;0.4
#1763;SKU #1763;;;;;;;;0;0
#1764;SKU #1764;;;;;;;;0;0
#1765;SKU #1765;;;;;;;;0;0
#1766;SKU #1766;;;;;;;;0;0
#1767;SKU #1767;#12;#1;#259;#34;#1;24.04.2019;01.01.1900;0.75;0.14
#1768;SKU #1768;;;;;;;;0;0
#1769;SKU #1769;;;;;;;;0;0
#1770;SKU #1770;;;;;;;;0;0
#1771;SKU #1771;;;;;;;;0;0
#1772;SKU #1772;;;;;;;;0;0
#1773;SKU #1773;;;;;;;;0;0
#1774;SKU #1774;;;;;;;;0;0
#1775;SKU #1775;;;;;;;;0;0
#1776;SKU #1776;#12;#1;#193;#33;#1;17.10.2016;01.01.1900;0.75;0.13
#1777;SKU #1777;;;;;;;;0;0
#1778;SKU #1778;;;;;;;;0;0
#1779;SKU #1779;#12;#2;#254;#34;#1;26.10.2020;01.01.1900;0.75;0.145
#1780;SKU #1780;#1;#2;#11;#1;#1;28.04.2020;01.01.1900;1;0.4
#1781;SKU #1781;;;;;;;;0;0
#1782;SKU #1782;;;;;;;;0;0
#1783;SKU #1783;;;;;;;;0;0
#1784;SKU #1784;;;;;;;;0;0
#1785;SKU #1785;#2;#2;#19;#1;#1;02.02.2021;01.01.1900;0.25;0.4
#1786;SKU #1786;;;;;;;;0;0
#1787;SKU #1787;;;;;;;;0;0
#1788;SKU #1788;#12;#1;#259;#34;#1;18.08.2020;01.01.1900;0.75;0.15
#1789;SKU #1789;;;;;;;;0;0
#1790;SKU #1790;#1;#1;#11;#1;#1;18.07.2019;01.01.1900;0.5;0.4
#1791;SKU #1791;;;;;;;;0;0
#1792;SKU #1792;;;;;;;;0;0
#1793;SKU #1793;#1;#1;#15;#1;#1;23.11.2016;01.01.1900;0.5;0.4
#1794;SKU #1794;;;;;;;;0;0
#1795;SKU #1795;;;;;;;;0;0
#1796;SKU #1796;#12;#1;#53;#3;#1;11.01.2021;01.01.1900;0.75;0.122
#1797;SKU #1797;;;;;;;;0;0
#1798;SKU #1798;;;;;;;;0;0
#1799;SKU #1799;;;;;;;;0;0
#1800;SKU #1800;;;;;;;;0;0
#1801;SKU #1801;;;;;;;;0;0
#1802;SKU #1802;;;;;;;;0;0
#1803;SKU #1803;;;;;;;;0;0
#1804;SKU #1804;#1;#1;#12;#1;#1;01.01.2001;01.01.1900;0.7;0.4
#1805;SKU #1805;;;;;;;;0;0
#1806;SKU #1806;#11;#1;#83;#10;#1;30.03.2018;01.01.1900;0.5;0.375
#1807;SKU #1807;;;;;;;;0;0
#1808;SKU #1808;;;;;;;;0;0
#1809;SKU #1809;#12;#1;#264;#34;#2;05.12.2018;01.01.1900;0.75;0.14
#1810;SKU #1810;;;;;;;;0;0
#1811;SKU #1811;;;;;;;;0;0
#1812;SKU #1812;;;;;;;;0;0
#1813;SKU #1813;#12;#2;#223;#33;#1;20.08.2019;22.07.2022;0.75;0.135
#1814;SKU #1814;#2;#1;#19;#1;#1;19.10.2020;01.01.1900;0.5;0.3
#1815;SKU #1815;#1;#1;#9;#1;#1;31.10.2019;01.01.1900;0.5;0.4
#1816;SKU #1816;#1;#1;#9;#1;#1;19.03.2018;24.10.2019;0.7;0.4
#1817;SKU #1817;#1;#1;#9;#1;#1;15.12.2016;01.01.1900;1;0.4
#1818;SKU #1818;#1;#1;#9;#1;#1;15.12.2016;01.01.1900;0.5;0.4
#1819;SKU #1819;#1;#1;#9;#1;#1;15.12.2016;01.01.1900;0.7;0.4
#1820;SKU #1820;#1;#1;#9;#1;#1;19.03.2018;24.10.2019;1;0.4
#1821;SKU #1821;#1;#1;#34;#1;#1;03.09.2020;01.01.1900;0.7;0.4
#1822;SKU #1822;;;;;;;;0;0
#1823;SKU #1823;;;;;;;;0;0
#1824;SKU #1824;;;;;;;;0;0
#1825;SKU #1825;;;;;;;;0;0
#1826;SKU #1826;;;;;;;;0;0
#1827;SKU #1827;;;;;;;;0;0
#1828;SKU #1828;;;;;;;;0;0
#1829;SKU #1829;;;;;;;;0;0
#1830;SKU #1830;#11;#1;#41;#1;#1;05.10.2017;01.01.1900;0.5;0.375
#1831;SKU #1831;#11;#1;#41;#1;#1;05.10.2017;01.01.1900;0.5;0.375
#1832;SKU #1832;;;;;;;;0;0
#1833;SKU #1833;;;;;;;;0;0
#1834;SKU #1834;;;;;;;;0;0
#1835;SKU #1835;;;;;;;;0;0
#1836;SKU #1836;;;;;;;;0;0
#1837;SKU #1837;;;;;;;;0;0
#1838;SKU #1838;;;;;;;;0;0
#1839;SKU #1839;;;;;;;;0;0
#1840;SKU #1840;;;;;;;;0;0
#1841;SKU #1841;#11;#1;#83;#10;#1;30.03.2018;01.01.1900;1;0.375
#1842;SKU #1842;;;;;;;;0;0
#1843;SKU #1843;;;;;;;;0;0
#1844;SKU #1844;#12;#2;#254;#34;#1;29.05.2020;01.01.1900;0.75;0.125
#1845;SKU #1845;;;;;;;;0;0
#1846;SKU #1846;;;;;;;;0;0
#1847;SKU #1847;;;;;;;;0;0
#1848;SKU #1848;;;;;;;;0;0
#1849;SKU #1849;;;;;;;;0;0
#1850;SKU #1850;;;;;;;;0;0
#1851;SKU #1851;;;;;;;;0;0
#1852;SKU #1852;;;;;;;;0;0
#1853;SKU #1853;;;;;;;;0;0
#1854;SKU #1854;;;;;;;;0;0
#1855;SKU #1855;;;;;;;;0;0
#1856;SKU #1856;;;;;;;;0;0
#1857;SKU #1857;;;;;;;;0;0
#1858;SKU #1858;;;;;;;;0;0
#1859;SKU #1859;;;;;;;;0;0
#1860;SKU #1860;;;;;;;;0;0
#1861;SKU #1861;;;;;;;;0;0
#1862;SKU #1862;;;;;;;;0;0
#1863;SKU #1863;#12;#1;#195;#33;#1;20.08.2019;01.01.1900;0.75;0.125
#1864;SKU #1864;#1;#1;#11;#1;#1;12.02.2019;01.01.1900;1;0.4
#1865;SKU #1865;#1;#2;#11;#1;#1;02.03.2017;01.01.1900;1;0.4
#1866;SKU #1866;;;;;;;;0;0
#1867;SKU #1867;;;;;;;;0;0
#1868;SKU #1868;;;;;;;;0;0
#1869;SKU #1869;;;;;;;;0;0
#1870;SKU #1870;#16;#2;#262;#34;#1;14.05.2019;28.09.2020;0.75;0.125
#1871;SKU #1871;;;;;;;;0;0
#1872;SKU #1872;;;;;;;;0;0
#1873;SKU #1873;;;;;;;;0;0
#1874;SKU #1874;;;;;;;;0;0
#1875;SKU #1875;;;;;;;;0;0
#1876;SKU #1876;;;;;;;;0;0
#1877;SKU #1877;#16;#1;#262;#34;#2;20.05.2020;01.01.1900;0.2;0.125
